"Latest: Time (min)";"Latest: Temperatur metall (°C)";"Latest: Temperatur svart (°C)"
6,96666666667;26,8061721927;32,1096889304
6,98333333333;26,7887746324;32,0728131313
7;26,7771764106;32,0359448622
7,01666666667;26,7626788013;31,9990840777
7,03333333333;26,7510808466;31,9799194127
7,05;26,7394830083;31,9430699181
7,06666666667;26,7351338487;31,9047542617
7,08333333333;26,7249858721;31,8841260385
7,1;26,7104889128;31,8443494929
7,11666666667;26,6974417985;31,8134180285
7,13333333333;26,6771465629;31,7913272421
7,15;26,6655494335;31,7471534188
7,16666666667;26,6612005374;31,7221261483
7,18333333333;26,6438051005;31,6897427868
7,2;26,632208272;31,6485355026
7,21666666667;26,6191619616;31,6264637927
7,23333333333;26,5974183919;31,5940964959
7,25;26,5872715108;31,5543803404
7,26666666667;26,5698770285;31,5146722268
7,28333333333;26,5568313062;31,4940859817
7,3;26,5481342232;31,4529199009
7,31666666667;26,5437857011;31,4205810845
7,33333333333;26,5307402112;31,3970652211
7,35;26,5162453551;31,3559190591
7,36666666667;26,5032001018;31,3324107173
7,38333333333;26,4800088079;31,2956843604
7,4;26,465514419;31,2545586493
7,41666666667;26,4539189996;31,2193145609
7,43333333333;26,4510201573;31,1928854196
7,45;26,4408742483;31,1576517664
7,46666666667;26,4104368777;31,1209563269
7,48333333333;26,4017405818;31,0872021468
7,5;26,3930443272;31,0519861015
7,51666666667;26,3771012993;31,0211768133
7,53333333333;26,3626077534;30,9947723606
7,55;26,355361021;30,949305567
7,56666666667;26,3452156401;30,9258425453
7,58333333333;26,3336209814;30,8862543838
7,6;26,322026388;30,8525367331
7,61666666667;26,2988373911;30,8261525751
7,63333333333;26,2828950979;30,79830601
7,65;26,2814458041;30,752879542
7,66666666667;26,2669529162;30,7294371905
7,68333333333;26,2568079478;30,6854892777
7,7;26,2336196075;30,6576599538
7,71666666667;26,2162284919;30,6298339835
7,73333333333;26,2089822277;30,5961543732
7,75;26,1915912726;30,5610156038
7,76666666667;26,1857943116;30,5302734831
7,78333333333;26,1770988922;30,4878266296
7,8;26,1626065838;30,4585573329
7,81666666667;26,1466651241;30,4278284048
7,83333333333;26,1379698163;30,3985663863
7,85;26,1191300614;30,3561426986
7,86666666667;26,1031888107;30,3298144423
7,88333333333;26,0915952179;30,2947144612
7,9;26,0713065148;30,2683927244
7,91666666667;26,0655097614;30,2376875271
7,93333333333;26,0626113877;30,2040623152
7,95;26,0437720064;30,1733649236
7,96666666667;26,0220343553;30,1426712171
7,98333333333;26,0104409806;30,1002906803
8;25,9973984644;30,0783724285
8,01666666667;25,9959492979;30,0506119485
8,03333333333;25,9858051421;30,0126286699
8,05;25,9713135206;29,9804932238
8,06666666667;25,9568219313;29,9542034622
8,08333333333;25,9466778365;29,9147736356
8,1;25,9336354485;29,8855700537
8,11666666667;25,9118981792;29,8607494643
8,13333333333;25,9003049886;29,8359311164
8,15;25,8988558406;29,7906798544
8,16666666667;25,8843643706;29,7702462065
8,18333333333;25,874220351;29,7395985188
8,2;25,8597289056;29,7060358098
8,21666666667;25,8379917568;29,6695590791
8,23333333333;25,8263986174;29,6520518915
8,25;25,8177037647;29,6214168593
8,26666666667;25,8032123454;29,5878678966
8,28333333333;25,7916192099;29,5703656111
8,3;25,7800260729;29,5251561604
8,31666666667;25,7771277882;29,5003667886
8,33333333333;25,7611872183;29,4784955096
8,35;25,7524923579;29,4507941572
8,36666666667;25,7394500605;29,4114334019
8,38333333333;25,7191620214;29,3939413497
8,4;25,7075688423;29,3662476195
8,41666666667;25,6945265014;29,3298122428
8,43333333333;25,6843824468;29,3079530415
8,45;25,6829332952;29,284638221
8,46666666667;25,6655434574;29,2554970892
8,48333333333;25,6510518966;29,2132471299
8,5;25,6351111455;29,1870257782
8,51666666667;25,6235178474;29,1680894393
8,53333333333;25,6133736932;29,1375022619
8,55;25,603229521;29,1141996334
8,56666666667;25,5901869858;29,0894423653
8,58333333333;25,5872886402;29,0646869123
8,6;25,5814919439;29,022461172
8,61666666667;25,564101813;29,0079017751
8,63333333333;25,5568559056;28,9729617163
8,65;25,5380164898;28,945303313
8,66666666667;25,522075378;28,9147360204
8,68333333333;25,5162785939;28,8972701752
8,7;25,5133801985;28,8739837055
8,71666666667;25,4974389832;28,8376016003
8,73333333333;25,4858453272;28,8084985283
8,75;25,4742516318;28,7954028968
8,76666666667;25,4554117891;28,7546638859
8,78333333333;25,446716439;28,7313864409
8,8;25,4380210641;28,7066557254
8,81666666667;25,4220794767;28,6921089958
8,83333333333;25,4206302371;28,6644717288
8,85;25,4148332712;28,6339275723
8,86666666667;25,3988915526;28,6121117803
8,88333333333;25,3916452857;28,5830259355
8,9;25,3815004784;28,5597587913
8,91666666667;25,3728048975;28,5379470692
8,93333333333;25,3568629207;28,513228539
8,95;25,3423701237;28,4899654082
8,96666666667;25,3264279438;28,4565269588
8,98333333333;25,3206307599;28,43181331
9;25,3075870411;28,417276549
9,01666666667;25,3017898079;28,3765762684
9,03333333333;25,3003404972;28,3547741376
9,05;25,2887459761;28,3300663827
9,06666666667;25,2713540742;28,318439688
9,08333333333;25,2597593908;28,2937339821
9,1;25,2496139875;28,2574045585
9,11666666667;25,2365698201;28,2443266865
9,13333333333;25,2307723839;28,2196250695
9,15;25,2220761963;28,1847544692
9,16666666667;25,2075824598;28,1571504401
9,18333333333;25,2046836987;28,1368116704
9,2;25,1959873875;28,1251899096
9,21666666667;25,187291034;28,1004946101
9,23333333333;25,1785946374;28,0685378706
9,25;25,1655499605;28,0452979248
9,26666666667;25,1510557575;28,030773517
9,28333333333;25,136561428;27,995916672
9,3;25,1336625466;27,9683233855
9,31666666667;25,1307636601;27,9189496458
9,33333333333;25,1191680616;27,8884564459
9,35;25,1119207694;27,8666766679
9,36666666667;25,1032239746;27,8463496769
9,38333333333;25,0916281719;27,8231197682
9,4;25,0742343018;27,7955355362
9,41666666667;25,0626382755;27,7708560751
9,43333333333;25,0539411955;27,754887593
9,45;25,0452440631;27,7345647236
9,46666666667;25,0379964124;27,714242579
9,48333333333;25,0307487245;27,6779548137
9,5;25,0191523458;27,6547318239
9,51666666667;25,0148036788;27,644572052
9,53333333333;25,0119045598;27,6155450809
9,55;25,0046567353;27,5908732479
9,56666666667;24,9916105533;27,5778120906
9,58333333333;24,9858122094;27,5560441059
9,6;24,9756650463;27,5313746359
9,61666666667;24,964068192;27,5023529537
9,63333333333;24,9481223468;27,4834895597
9,65;24,9408741691;27,4617247807
9,66666666667;24,93072665;27,4399607166
9,68333333333;24,9220287104;27,4109430602
9,7;24,9176797175;27,3891806278
9,71666666667;24,9162300498;27,3659681199
9,73333333333;24,9060823273;27,3572636276
9,75;24,8857866253;27,3340521709
9,76666666667;24,8640408424;27,3035882717
9,78333333333;24,8321462821;27,2847303046
9,8;24,8205480353;27,2673233764
9,81666666667;24,8089496663;27,2412137402
9,83333333333;24,798800992;27,218005925
9,85;24,7930017067;27,1976996565
9,86666666667;24,7857525558;27,184645904
9,88333333333;24,7698042494;27,1643404923
9,9;24,7538556999;27,1440355921
9,91666666667;24,7509559372;27,115029464
9,93333333333;24,7495060528;27,0990765239
9,95;24,7408067032;27,0802234365
9,96666666667;24,7321072793;27,0526696669
9,98333333333;24,7277575392;27,0294671642
10;24,7176080724;27,0091654687
10,0166666667;24,7060085551;27,0004648812
10,0333333333;24,6929589348;26,980163831
10,05;24,6813591256;26,9569631721
10,0666666667;24,674109174;26,9323130926
10,0833333333;24,6683091732;26,9091135899
10,1;24,6567090654;26,8873645496
10,1166666667;24,6538090162;26,880114974
10,1333333333;24,6523589883;26,8511171847
10,15;24,6436587735;26,8293693717
10,1666666667;24,6320583607;26,8105216259
10,1833333333;24,6291582347;26,7887746324
10,2;24,6161075546;26,7800759548
10,2166666667;24,608857096;26,7612290505
10,2333333333;24,604506793;26,7336841324
10,25;24,5943560043;26,7177373705
10,2666666667;24,5827549616;26,6988914709
10,2833333333;24,5697036068;26,681495514
10,3;24,5610025957;26,6496035534
10,3166666667;24,5552018733;26,6351074695
10,3333333333;24,5465007167;26,6206115453
10,35;24,536349256;26,5974183919
10,3666666667;24,5348990375;26,5901706121
10,3833333333;24,5334488166;26,572776094
10,4;24,5305483672;26,5408866934
10,4166666667;24,517496222;26,5234927659
10,4333333333;24,504443874;26,5032001018
10,45;24,492841615;26,4974022465
10,4666666667;24,4855901203;26,4640649872
10,4833333333;24,4826895045;26,4510201573
10,5;24,4754379199;26,4292789972
10,5166666667;24,4681862706;26,4104368777
10,5333333333;24,4623849043;26,4060887245
10,55;24,4609345563;26,3857974795
10,5666666667;24,4551331378;26,3640571031
10,5833333333;24,4420797923;26,3379689707
10,6;24,4377286295;26,3336209814
10,6166666667;24,434827841;26,3133304849
10,6333333333;24,4217741605;26,2959387839
10,65;24,4159724548;26,2684022009
10,6666666667;24,4130715858;26,2539093933
10,6833333333;24,4058193658;26,2394166723
10,7;24,3913147212;26,227822556
10,7166666667;24,3797108075;26,210431479
10,7333333333;24,3724582713;26,1915912726
10,75;24,3666561922;26,1770988922
10,7666666667;24,3652056655;26,1510127868
10,7833333333;24,3623046035;26,1365206006
10,8;24,3550518995;26,1191300614
10,8166666667;24,3448979951;26,1075364175
10,8333333333;24,3405462793;26,0843492405
10,85;24,3361945377;26,0684081371
10,8666666667;24,3274909774;26,0510179127
10,8833333333;24,3173366926;26,0452211867
10,9;24,3057316219;26,0249327031
10,9166666667;24,2955770317;26,0133393218
10,9333333333;24,2941263643;25,9988476314
10,95;24,2854222975;25,9742118422
10,9666666667;24,2781688272;25,9524744604
10,9833333333;24,2709152825;25,9495761479
11;24,2651123929;25,9292879905
11,0166666667;24,2593094554;25,916245629
11,0333333333;24,2520557157;25,8901609566
11,05;24,2477034355;25,8756694962
11,0666666667;24,2448019003;25,8568306179
11,0833333333;24,2433511281;25,845237471
11,1;24,234646431;25,8321951867
11,1166666667;24,2244908117;25,8206020488
